Doctor Name,City,Specialization,Doctor Qualification,Experience(Years),Total_Reviews,Patient Satisfaction Rate(%age),Avg Time to Patients(mins),Wait Time(mins),Hospital Address,Doctors Link,Fee(PKR)
Dr. Rizwana Rizvi,FAISALABAD,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",30.0,22.0,96.0,15.0,10.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/gynecologist/dr-rizwana-rizvi#reviews-scroll,1000.0
Dr. Rabia Irfan,FAISALABAD,Gynecologist,"MBBS, FCPS (Obs &amp; Gyne)",20.0,126.0,98.0,18.0,11.0,"Irfan Medical City, 569/B People’s colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/gynecologist/dr-rabia-irfan#reviews-scroll,1500.0
Dr. Sadia Ali,FAISALABAD,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",10.0,41.0,93.0,19.0,13.0,"Saint Raphael Hospital, Sir Syed Town, Faisalabad",https://www.marham.pk/online-consultation/gynecologist/faisalabad/dr-sadia-ali-12993#reviews-scroll,1000.0
Dr. Shaista Awan,FAISALABAD,Gynecologist,"MBBS , FCPS (Obstetrics &amp; Gynecology), MRCOG",18.0,7.0,100.0,16.0,10.0,"Saahil Hospital, Sheikhupura Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/gynecologist/dr-shaista-awan#reviews-scroll,1000.0
Dr. Shaista Jabeen,FAISALABAD,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",15.0,9.0,90.0,8.0,3.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/faisalabad/dr-shaista-jabeen-16760#reviews-scroll,500.0
Dr. Aqsa Altaf,FAISALABAD,Gynecologist," MBBS , FCPS (Obstetrics &amp; Gynecology) ",6.0,5.0,100.0,17.0,5.0,No Address Available,https://www.marham.pk/online-consultation/gynecologist/faisalabad/dr-aqsa-altaf-17651#reviews-scroll,500.0
Dr. Ahkardar,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS , FRCS (Glasgow) , Diploma Urology (London)",34.0,934.0,98.0,16.0,13.0,"Kardar Specialist Hospital, Jaranwala Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-ahkardar#reviews-scroll,2200.0
Asst. Prof. Dr. Imran Qadir,FAISALABAD,"Urologist, Sexologist, Andrologist, Pediatric Urologist","MBBS, MD, FCPS",15.0,437.0,96.0,14.0,10.0,"Qadir Medical Complex, people colony no 2, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/asst-prof-dr-imran-qadir#reviews-scroll,2000.0
Dr. Farhan Jamshed,FAISALABAD,Urologist,"MBBS, FCPS (Urology)",5.0,7.0,88.0,20.0,10.0,"Aziz Fatima Hospital, Gulistan Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-farhan-jamshed#reviews-scroll,1500.0
Dr. Hafiz Saif Ur Rehman,FAISALABAD,"Urologist, Andrologist, Sexologist"," MBBS , FCPS (Urology) ",18.0,7.0,100.0,13.0,3.0,No Address Available,https://www.marham.pk/online-consultation/urologist/faisalabad/dr-hafiz-saif-ur-rehman-8762#reviews-scroll,1500.0
Assoc. Prof. Dr. Irfan Munir,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS, Associate Professor of Urology",8.0,94.0,100.0,14.0,8.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/assoc-prof-dr-irfan-munir#reviews-scroll,2000.0
Dr. Hanan Noor,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS",10.0,65.0,97.0,13.0,16.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-hanan-noor#reviews-scroll,2000.0
Dr. Muhammad Sheraz Javed,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology), AFACS",12.0,109.0,99.0,15.0,9.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-muhammad-sheraz-javed#reviews-scroll,2000.0
Dr. Amir Imtiaz,FAISALABAD,Urologist,"MBBS, FCPS (Urology) MRCPS (Glasg)",8.0,3.0,100.0,15.0,3.0,"Anwar Nazeer Medicare, Faisalabad, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-amir-imtiaz#reviews-scroll,2000.0
Dr. Mahmood Ul Hassan,FAISALABAD,Urologist,"MBBS, FRCS (Ed)",35.0,11.0,100.0,13.0,7.0,"Professors Hospital, Faislabad Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-mahmood-ul-hassan#reviews-scroll,1500.0
Dr. M.awais Ashraf,FAISALABAD,Urologist,"MBBS,FCPS",10.0,0.0,94.0,14.0,11.0,"Shifa International Hospital, Jaranwala Road, Faisalabad",No Link Available,1000.0
Asst. Prof. Dr. Akram Malik,FAISALABAD,"Urologist, Andrologist, Sexologist","MBBS, FCPS (Surgery), FCPS (Urology)",5.0,47.0,87.0,10.0,0.0,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/asst-prof-dr-akram-malik#reviews-scroll,1000.0
Dr. Atiq Ur Rehman,FAISALABAD,Urologist,"MBBS, FCPS",10.0,0.0,94.0,14.0,11.0,"Prime Care Hospital, Saeed Colony, Faisalabad",No Link Available,1000.0
Prof. Dr. Hafiz Mughees Ather,FAISALABAD,Gastroenterologist,"MBBS, FCPS (Gastroenterology), FCPS (Internal Medicine), MRCP (Internal Medicine), 5 ERCP,FRCP Glasgow ,",21.0,249.0,95.0,15.0,12.0,"Dr Hafiz Mughees Ather Gastro Liver Center, New muslim town no 1, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/prof-dr-hafiz-mughees-ather#reviews-scroll,2500.0
Dr. Inam Ul Haq,FAISALABAD,Gastroenterologist," MBBS , FCPS (Gastroenterology) ",8.0,54.0,100.0,16.0,10.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/jaranwala/gastroenterologist/dr-inam-ul-haq#reviews-scroll,1000.0
Prof. Dr. Masood Javed,FAISALABAD,Gastroenterologist,"MBBS, FCPS (Medicine)",30.0,191.0,98.0,15.0,15.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/prof-dr-masood-javed#reviews-scroll,2500.0
Dr. Muhammad Waqas Qadri,FAISALABAD,Gastroenterologist,"MBBS, FCPS (Medicine) , MRCP UK",9.0,100.0,99.0,15.0,11.0,"Lahore Medical Complex (Jaranwala), Jaranwala, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-muhammad-waqas-qadri#reviews-scroll,2000.0
Dr. Javeria Komal,FAISALABAD,General Physician,"MBBS, FCPS (Gastroenterology)",6.0,5.0,100.0,15.0,9.0,"Health360 Hospital, East W Canal Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-javeria-komal#reviews-scroll,1000.0
Dr. Muhammad Irfan,FAISALABAD,Gastroenterologist,"MBBS, FCPS (Gastroentrology), MRCPS (Glasgow UK)",15.0,112.0,100.0,14.0,6.0,"Chiniot General Hospital, Canal Block, Shadman Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-muhammad-irfan#reviews-scroll,1000.0
Dr. Abdul Shakoor,FAISALABAD,"Gastroenterologist, Internal Medicine Specialist, Endocrinologist, Diabetologist","MBBS, FCPS (Gastroentrology)",29.0,164.0,97.0,15.0,15.0,"Mujahid Hospital, Madina Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-abdul-shakoor#reviews-scroll,1500.0
Dr. Zaid Gul,FAISALABAD,Gastroenterologist,"MBBS, MRCP UK, MD (Gasteroentrology), Eurpeaon speciality Exam in Gastroenterlogy and hepatology ESEGH UK",6.0,10.0,100.0,16.0,12.0,"Faisal Hospital (Faisalabad ), east canal road, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-zaid-gul#reviews-scroll,1500.0
Asst. Prof. Dr. Ahmad Farooq,FAISALABAD,Gastroenterologist,"MBBS , FCPS(Medicine) , MRCP",20.0,380.0,97.0,14.0,7.0,"Professors Hospital, Faislabad Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/asst-prof-dr-ahmad-farooq#reviews-scroll,1000.0
Dr. Zeeshan Javed,FAISALABAD,Gastroenterologist,"MBBS, FCPS (Gastroenterology)",6.0,216.0,99.0,11.0,15.0,"Chiniot General Hospital Jinnah Colony, Gurunank Pura, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-zeeshan-javed#reviews-scroll,700.0
Asst. Prof. Dr. Kashif Nawaz,FAISALABAD,Gastroenterologist," MBBS , , FCPS (Gastroenterology) ",12.0,9.0,83.0,16.0,9.0,"Aziz Fatima Hospital, Gulistan Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/asst-prof-dr-kashif-nawaz#reviews-scroll,1200.0
Dr. Umair Waheed Butt,FAISALABAD,Gastroenterologist,"MBBS, M.D Gastroenterology &amp; Hepatology, Transplant Hepatology",10.0,3.0,100.0,10.0,10.0,"Shafqat Poly Clinic, Millat Chowk, Faisalabad",https://www.marham.pk/doctors/faisalabad/gastroenterologist/dr-umair-waheed-butt#reviews-scroll,1000.0
Dr. Awais Aslam,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS (Pulmonology)",15.0,542.0,97.0,15.0,18.0,"Prime Diagnostic Centre, Toba Tek Singh, Faisalabad",https://www.marham.pk/doctors/faisalabad/pulmonologist/dr-awais-aslam#reviews-scroll,1000.0
Dr. Saif Ur Rahman,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS, MD (Pulmonology)",8.0,43.0,100.0,13.0,5.0,"Islamabad diagnostic centre ., Madina Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/pulmonologist/dr-saif-ur-rahman#reviews-scroll,1200.0
Dr. Muhammad Javed,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS , DT, CT, (LONDON)",10.0,0.0,94.0,14.0,11.0,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",No Link Available,500.0
Dr. Muhammad Zahid Iqbal,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS, FCPS (Pulmonology)",8.0,0.0,94.0,14.0,11.0,"Sadiq Medical Hospital, Gulistan Colony, Faisalabad",No Link Available,800.0
Dr. Bashir Ahmed,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS , MCPS",10.0,0.0,94.0,14.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",No Link Available,0.0
Dr. Talat Mahmood Butt,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS, MCPS, DTCD",10.0,0.0,94.0,14.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",No Link Available,0.0
Dr. Hafiz Sikandar Hayaat,FAISALABAD,Pulmonologist / Lung Specialist,"MBBS, DTCD",10.0,0.0,94.0,14.0,11.0,"Al Noor Hospital, Douglas pura, Faisalabad",No Link Available,0.0
Dr. Usama Bin Saeed,FAISALABAD,Orthopedic Surgeon,"MBBS , MD ( USA) , FCPS ( Orth) , FACS ( USA) , FICS Sports Surgery (USA) , FIOTA (USA) , POA Fellow Sports Arthroscopic Surgery &amp; Joint Replacement UK , MRCPS (Glasgow)",5.0,406.0,98.0,15.0,20.0,"ABWA Executive Clinics, east canal road, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-usama-bin-saeed#reviews-scroll,2000.0
Dr. Muhammad Adeel Javed,FAISALABAD,Orthopedic Surgeon,"MBBS , FCPS (Orthopedic Surgery)",6.0,40.0,98.0,12.0,9.0,"Al Noor Hospital, Douglas pura, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-muhammad-adeel-javed#reviews-scroll,800.0
Asst. Prof. Dr. Farhan Sarwar,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS(Orthoedic Surgery)",12.0,255.0,98.0,15.0,10.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/asst-prof-dr-farhan-sarwar#reviews-scroll,2000.0
Asst. Prof. Dr. Khurram Habib,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS ( Orthopedic Surgery)",11.0,61.0,98.0,16.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/asst-prof-dr-khurram-habib#reviews-scroll,1500.0
Dr. Ar Hassan,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS",10.0,45.0,98.0,15.0,11.0,"Al Barkat Hospital, Jhang Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-ar-hassan#reviews-scroll,1000.0
Dr. Farhad Alam,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery), MS (Pediatric Orthopedic Surgery)",13.0,12.0,86.0,16.0,7.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-farhad-alam#reviews-scroll,2000.0
Asst. Prof. Dr. Imran Nausher,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS",11.0,37.0,100.0,19.0,16.0,"Kkt International Orthopedic Spine Center, Faisalabad, 38000, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/asst-prof-dr-imran-nausher#reviews-scroll,2000.0
Dr. Shahbaz Qayyum,FAISALABAD,Orthopedic Surgeon," MBBS , FCPS (Orthopedic Surgeon) ",5.0,3.0,100.0,10.0,0.0,"Chugtai Medical Centre, Satiyana Road, Faisalabad",https://www.marham.pk/online-consultation/orthopedic-surgeon/faisalabad/dr-shahbaz-qayyum-16565#reviews-scroll,1200.0
Dr. Muhammad Yousof Iqbal,FAISALABAD,Orthopedic Surgeon,"MBBS, PhD (Orthopedic traumatology) Russia",36.0,56.0,95.0,17.0,8.0,"Begham Iqbal Clinic, Rabbani Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-muhammad-yousof-iqbal#reviews-scroll,1000.0
Dr. Fida Hussain Awan,FAISALABAD,Orthopedic Surgeon,"MBBS , FCPS (Orthopedic Surgery)",6.0,3.0,100.0,8.0,20.0,"Doctors Medical and Diagnostic Complex, - Sargodha Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-fida-hussain-awan#reviews-scroll,1000.0
Dr. Usman Akmal,FAISALABAD,Orthopedic Surgeon,"MBBS, FCPS (Orthopedic Surgery)",12.0,2.0,100.0,13.0,10.0,"Rathore Hospital, Lasani Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/orthopedic-surgeon/dr-usman-akmal#reviews-scroll,1500.0
Dr. Shahid Ayyoub,FAISALABAD,Orthopedic Surgeon,"MBBS, FRCS Surgery (UK)",26.0,1.0,100.0,20.0,9.0,No Address Available,https://www.marham.pk/online-consultation/orthopedic-surgeon/faisalabad/dr-shahid-ayyoub-34000#reviews-scroll,1500.0
Asst. Prof. Dr. Iram Javed,FAISALABAD,"Pediatric Neuro Physician, Pediatrician","MBBS, FCPS Paediatric Medicine, FCPS Paediatric Neurology",11.0,32.0,94.0,14.0,11.0,"Ibrahim Specialist Clinic, Canal Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatric-neuro-physician/asst-prof-dr-iram-javed#reviews-scroll,1500.0
Dr. Junaid Ahmed,FAISALABAD,"Pediatric Nephrologist, Pediatrician","MBBS, FCPS (Pediatrics), FCPS (Pediatric Nephrology)",9.0,46.0,100.0,14.0,5.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatric-nephrologist/dr-junaid-ahmed#reviews-scroll,1500.0
Asst. Prof. Dr. Jaweria Masood,FAISALABAD,Pediatrician," MBBS , FCPS (Pediatrician) ",7.0,48.0,100.0,15.0,13.0,"Dr. Shahid Ahmed Heera Clinic, Peoples Colony 1, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/asst-prof-dr-jaweria-masood#reviews-scroll,700.0
Dr. Wasif Iqbal,FAISALABAD,Pediatrician," MBBS , FCPS ",20.0,26.0,97.0,12.0,9.0,"Mujahid Hospital, Madina Town, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/dr-wasif-iqbal#reviews-scroll,1000.0
Dr. Muhammad Azeem Tahir Azeemi,FAISALABAD,"Family Medicine, Andrologist, Pediatrician","MBBS, MCPS (Family Medicine)",25.0,26.0,96.0,14.0,11.0,"Ahmad Specialist Clinic, partaab nagar, Faisalabad",https://www.marham.pk/doctors/dijkot/family-medicine/dr-muhammad-azeem-tahir-azeemi#reviews-scroll,1000.0
Dr. Muhammad Irfan,FAISALABAD,Pediatrician,"MBBS, FCPS",9.0,14.0,100.0,13.0,8.0,"Ishaque Memorial Children Clinic, Khurrianwala, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/dr-muhammad-irfan#reviews-scroll,1000.0
Dr. Muhammad Tufail,FAISALABAD,Pediatrician,"MBBS, MD (Pediatric Medicine) The Sickkids Global child health course (Toronto)",8.0,3.0,100.0,10.0,20.0,"Farooq Medical Complex, punjab, Faisalabad",https://www.marham.pk/doctors/dijkot/pediatrician/dr-muhammad-tufail#reviews-scroll,700.0
Dr. Ayesha Ghaffar,FAISALABAD,Pediatrician,"MBBS, FCPS (Pediatrics)",7.0,4.0,100.0,12.0,6.0,"Sims Polyclinic and Diagnostic Center, Wapda City, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/dr-ayesha-ghaffar#reviews-scroll,1000.0
Dr. Hussnain Ashfaq,FAISALABAD,Pediatrician,"MBBS , FCPS (Pediatrician)",7.0,0.0,94.0,14.0,11.0,"Dr Hussnain Ashfaq (child specialist) Children care clinic, Samnabad, Faisalabad",No Link Available,300.0
Asst. Prof. Dr. Nagina Shahzadi Gold Medalist,FAISALABAD,"Pediatrician, Pediatric Gastroenterologist, Hepatologist, Clinical Nutritionist","MBBS (Gold Medalist), FCPS (Pediatric), FCPS (Pediatric Gastroenterology &amp; Hepatology)",13.0,128.0,98.0,13.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/asst-prof-dr-nagina-shahzadi-gold-medalist#reviews-scroll,1000.0
Dr. Mohammad Fahim Ur Rehman,FAISALABAD,"Pediatrician, Pediatric Oncologist and Hematologist","MBBS, FCPS (Pediatrics), FCPS (Hematology, Oncology)",14.0,43.0,98.0,10.0,5.0,"Dr Mohammad Fahim Ur Rehman, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/dr-mohammad-fahim-ur-rehman#reviews-scroll,1000.0
Dr. Sara Khalid,FAISALABAD,Pediatrician,"MBBS, FCPS (Pediatrics)",4.0,22.0,100.0,15.0,8.0,"Dr. Sara clinic, Faisalabad, Faisalabad",https://www.marham.pk/doctors/faisalabad/pediatrician/dr-sara-khalid#reviews-scroll,500.0
Dr. M Mujeeb Ur Rehman,FAISALABAD,General Physician,MBBS,2.0,86.0,98.0,8.0,9.0,"Hussainia Dispensary, Nazimabad, Faisalabad",https://www.marham.pk/doctors/faisalabad/general-physician/dr-m-mujeeb-ur-rehman#reviews-scroll,300.0
Dr. Sarosh Fatima,FAISALABAD,Dermatologist," MBBS , Fellowship in Aesthetic Medicine",5.0,26.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-sarosh-fatima-26473#reviews-scroll,1000.0
Dr. Waqar Chaudhary,FAISALABAD,General Physician,MBBS,1.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,400.0
Dr. Usama Ismail Awan,FAISALABAD,General Physician,MBBS,1.0,2.0,100.0,10.0,10.0,"Rachna Poly Cinic, Satiana Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/general-physician/dr-usama-ismail-awan#reviews-scroll,300.0
Dr. Sarah Hafeez,FAISALABAD,General Physician,MBBS,11.0,37.0,86.0,3.0,14.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-sarah-hafeez-17371#reviews-scroll,1000.0
Dr. Muhammed Shahnawaz,FAISALABAD,General Physician,"MBBS, FCPS(IMM)",6.0,38.0,100.0,14.0,4.0,"Chawla Medical Center, Samundri, Faisalabad",https://www.marham.pk/doctors/faisalabad/general-physician/dr-muhammed-shahnawaz#reviews-scroll,500.0
Dr. Fakhar Iqbal,FAISALABAD,General Physician,MBBS,6.0,6.0,100.0,10.0,9.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-fakhar-iqbal-18683#reviews-scroll,1500.0
Dr. Waqas Ahmed,FAISALABAD,General Physician,MBBS,5.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-waqas-ahmed-18911#reviews-scroll,300.0
Dr. Saad Arif,FAISALABAD,General Physician,MBBS,8.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,600.0
Dr. Arslan Khalid,FAISALABAD,Internal Medicine Specialist,MBBS,5.0,0.0,94.0,14.0,11.0,No Address Available,No Link Available,700.0
Dr. Imran Shaukat,FAISALABAD,Cardiologist,MBBS,6.0,5.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-imran-shaukat-21911#reviews-scroll,500.0
Dr. Basim Fraz Jami,FAISALABAD,General Physician,MBBS,4.0,1.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/general-physician/faisalabad/dr-basim-fraz-jami-22024#reviews-scroll,350.0
Dr. Muhammad Usman,FAISALABAD,Nephrologist,"MBBS, FCPS (Nephrology)",14.0,89.0,97.0,15.0,9.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/nephrologist/dr-muhammad-usman#reviews-scroll,1500.0
Asst. Prof. Dr. Muhammad Wasif Baig,FAISALABAD,Nephrologist,"MBBS,FCPS",7.0,45.0,98.0,14.0,11.0,"Islamabad Diagnostic Center, Main Satiana Rd, Faisalabad",https://www.marham.pk/doctors/faisalabad/nephrologist/dr-muhammad-wasif-baig#reviews-scroll,1000.0
Dr. Ahkardar,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS , FRCS (Glasgow) , Diploma Urology (London)",34.0,934.0,98.0,14.0,11.0,"Kardar Specialist Hospital, Jaranwala Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-ahkardar#reviews-scroll,2200.0
Asst. Prof. Dr. Imran Qadir,FAISALABAD,"Urologist, Sexologist, Andrologist, Pediatric Urologist","MBBS, MD, FCPS",15.0,437.0,96.0,14.0,11.0,"Qadir Medical Complex, people colony no 2, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/asst-prof-dr-imran-qadir#reviews-scroll,2000.0
Dr. Hafiz Saif Ur Rehman,FAISALABAD,"Urologist, Andrologist, Sexologist"," MBBS , FCPS (Urology) ",18.0,7.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/urologist/faisalabad/dr-hafiz-saif-ur-rehman-8762#reviews-scroll,1500.0
Assoc. Prof. Dr. Irfan Munir,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS, Associate Professor of Urology",8.0,94.0,100.0,14.0,11.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/assoc-prof-dr-irfan-munir#reviews-scroll,2000.0
Dr. Hanan Noor,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS",10.0,65.0,97.0,14.0,11.0,"Saad Medical Complex, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-hanan-noor#reviews-scroll,2000.0
Dr. Muhammad Sheraz Javed,FAISALABAD,"Urologist, Sexologist, Andrologist","MBBS, FCPS (Urology), AFACS",12.0,109.0,99.0,14.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/dr-muhammad-sheraz-javed#reviews-scroll,2000.0
Asst. Prof. Dr. Naveed Babar,FAISALABAD,Sexologist,"MBBS, MCPS (Family Medicine), CRMS (Comprehensive Review of Sexual Medicine)",16.0,2.0,100.0,14.0,11.0,No Address Available,https://www.marham.pk/online-consultation/sexologist/faisalabad/asst-prof-dr-naveed-babar-38614#reviews-scroll,1500.0
Dr. Zahid Iqbal,FAISALABAD,Sexologist,"MBBS,DU,MS",10.0,0.0,94.0,14.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",No Link Available,500.0
Asst. Prof. Dr. Akram Malik,FAISALABAD,"Urologist, Andrologist, Sexologist","MBBS, FCPS (Surgery), FCPS (Urology)",5.0,47.0,87.0,14.0,11.0,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",https://www.marham.pk/doctors/faisalabad/urologist/asst-prof-dr-akram-malik#reviews-scroll,1000.0
Asst. Prof. Dr. Hafiz Sajjad Hyder Chatha,FAISALABAD,Ent Specialist,"MBBS, FCPS (Oto-Rhino-Laryngology)",15.0,59.0,98.0,12.0,18.0,"Tariq Orthopedic Trauma Center, Gulistan Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/ent-specialist/asst-prof-dr-hafiz-sajjad-hyder-chatha#reviews-scroll,1500.0
Dr. Awais Ansari,FAISALABAD,"Ent Surgeon, Ent Specialist","MBBS, FCPS",5.0,81.0,99.0,14.0,11.0,"Aziz Fatima Hospital, Gulistan Colony, Faisalabad",https://www.marham.pk/doctors/faisalabad/ent-surgeon/dr-awais-ansari#reviews-scroll,1500.0
Dr. Faran Sarwar,FAISALABAD,Ent Specialist,"MBBS, FCPS (ENT)",8.0,11.0,100.0,10.0,20.0,No Address Available,https://www.marham.pk/online-consultation/ent-specialist/faisalabad/dr-faran-sarwar-15651#reviews-scroll,1000.0
Dr. Mshahid,FAISALABAD,Ent Specialist," MBBS , Dlo ",7.0,2.0,50.0,14.0,11.0,"Professors Hospital, Satiana Road, Faisalabad",https://www.marham.pk/doctors/faisalabad/ent-specialist/dr-mshahid#reviews-scroll,1000.0
Dr. Mubizah Haider,FAISALABAD,Ent Specialist,MBBS,10.0,0.0,94.0,14.0,11.0,"Al- Hani Clinic, Jhang Road, Faisalabad",No Link Available,500.0
Dr. Muhammad Saleem,FAISALABAD,Ent Specialist,"MBBS, FCPS",10.0,0.0,94.0,14.0,11.0,"Faisal Hospital, Peoples Colony, Faisalabad",No Link Available,1500.0
Dr. Muhammad Hassan Nadeem,FAISALABAD,Eye Surgeon,"MBBS, CIC, DRC (Ophthalmology), FRCS (Ophthalmology - ii (Glasgow)",12.0,79.0,99.0,13.0,19.0,"Nadeem Eye And Skin Care Hospital, Quaid-e-Azam Rd, Gojra",https://www.marham.pk/doctors/faisalabad/eye-surgeon/dr-muhammad-hassan-nadeem#reviews-scroll,2000.0
Dr. Abdul Manaaf,FAISALABAD,Eye Surgeon,"MBBS, MCPS (Ophthalmology)",25.0,8.0,100.0,13.0,19.0,"Mian Muhammad Trust Hospital, Near General Bus Stand, Faisalabad",https://www.marham.pk/doctors/faisalabad/eye-surgeon/dr-abdul-manaaf#reviews-scroll,700.0
Dr. Tahir Razzaq,FAISALABAD,Eye Surgeon,"MBBS, FCPS",10.0,0.0,94.0,14.0,11.0,"Amna Jamal Eye Center, Afghanabad, Faisalabad",No Link Available,500.0
